Date,Open,High,Low,Close,Adj Close,Volume
2023-11-20,1611.900024,1616.550049,1586.150024,1593.800049,1592.795166,1256179
2023-11-21,1593.800049,1616.449951,1593.599976,1610.400024,1609.384644,1714833
2023-11-22,1610.000000,1626.000000,1602.500000,1623.900024,1622.876099,807316
2023-11-23,1623.900024,1636.849976,1620.199951,1623.949951,1622.926025,695592
2023-11-24,1624.449951,1628.949951,1612.000000,1617.250000,1616.230347,625345
2023-11-28,1617.500000,1657.000000,1617.500000,1654.400024,1653.356934,1564478
2023-11-29,1660.000000,1665.000000,1649.000000,1653.500000,1652.457520,746796
2023-11-30,1653.000000,1679.900024,1644.550049,1673.500000,1672.444824,1577522
2023-12-01,1680.000000,1688.699951,1669.949951,1685.949951,1684.886963,1101136
2023-12-04,1700.000000,1714.699951,1685.900024,1696.250000,1695.180542,1419178
2023-12-05,1696.300049,1713.400024,1673.250000,1692.699951,1691.632690,1778602
2023-12-06,1701.000000,1710.000000,1692.900024,1700.349976,1699.277954,737176
2023-12-07,1700.349976,1724.000000,1690.000000,1704.050049,1702.975708,941890
2023-12-08,1705.000000,1714.550049,1692.500000,1710.150024,1709.071777,1376050
2023-12-11,1700.150024,1717.000000,1698.250000,1702.800049,1701.726440,1003371
2023-12-12,1704.800049,1719.750000,1700.500000,1706.750000,1705.673950,1390539
2023-12-13,1708.000000,1709.500000,1668.199951,1684.550049,1683.487915,1168629
2023-12-14,1700.000000,1733.900024,1698.000000,1730.949951,1729.858643,2130836
2023-12-15,1738.949951,1741.000000,1718.750000,1733.150024,1732.057251,1486079
2023-12-18,1732.650024,1738.550049,1718.550049,1724.599976,1723.512573,696124
2023-12-19,1725.000000,1726.550049,1696.800049,1709.750000,1708.671997,1214352
2023-12-20,1715.699951,1741.000000,1672.000000,1680.900024,1679.840210,1540009
2023-12-21,1663.000000,1681.800049,1660.250000,1666.849976,1665.799072,988034
2023-12-22,1669.000000,1690.000000,1663.599976,1672.050049,1670.995850,1279614
2023-12-26,1675.000000,1684.000000,1637.050049,1645.300049,1644.262695,1296291
2023-12-27,1657.000000,1674.050049,1653.800049,1669.449951,1668.397339,1181177
2023-12-28,1674.050049,1698.800049,1667.199951,1681.199951,1680.140015,1360425
2023-12-29,1682.449951,1692.699951,1674.599976,1685.800049,1684.737183,738203
2024-01-01,1685.800049,1691.699951,1671.000000,1676.400024,1675.343018,692280
2024-01-02,1675.900024,1689.849976,1663.449951,1686.199951,1685.136841,1099965
2024-01-03,1680.000000,1708.000000,1676.000000,1677.650024,1676.592285,804258
2024-01-04,1694.349976,1723.949951,1690.000000,1701.949951,1700.876831,2268009
2024-01-05,1702.949951,1717.099976,1697.650024,1709.500000,1708.422119,835592
2024-01-08,1715.949951,1723.650024,1690.199951,1696.349976,1695.280396,684254
2024-01-09,1710.449951,1715.000000,1674.300049,1682.449951,1681.389160,1235008
2024-01-10,1685.000000,1685.000000,1658.650024,1671.849976,1670.795898,607010
2024-01-11,1679.000000,1702.650024,1660.150024,1669.250000,1668.197510,861924
2024-01-12,1670.250000,1674.949951,1642.000000,1651.900024,1650.858521,1314964
2024-01-15,1655.000000,1664.150024,1630.050049,1632.400024,1631.370850,1089891
2024-01-16,1634.000000,1646.300049,1620.000000,1623.500000,1622.476440,1063676
2024-01-17,1614.949951,1622.000000,1578.050049,1586.150024,1585.149902,1488186
2024-01-18,1586.000000,1605.349976,1559.000000,1581.150024,1580.153076,1133236
2024-01-19,1590.949951,1606.349976,1581.000000,1600.500000,1599.490845,1139473
2024-01-23,1597.449951,1615.250000,1575.000000,1582.500000,1581.502197,3028946
2024-01-24,1594.699951,1622.849976,1578.349976,1620.849976,1619.828003,1393463
2024-01-25,1621.750000,1635.000000,1613.699951,1630.150024,1629.122192,1744604
2024-01-29,1630.000000,1641.599976,1618.500000,1636.949951,1635.917847,940220
2024-01-30,1629.000000,1629.000000,1585.000000,1590.550049,1589.547241,4851835
2024-01-31,1594.000000,1632.000000,1585.000000,1627.300049,1626.274048,1486444
2024-02-01,1632.000000,1632.000000,1613.000000,1622.250000,1621.227173,1352416
2024-02-02,1635.000000,1664.000000,1626.699951,1651.500000,1650.458740,1514648
2024-02-05,1650.000000,1659.900024,1608.550049,1614.900024,1613.881836,2578535
2024-02-06,1626.800049,1626.800049,1578.599976,1597.050049,1596.043091,2376798
2024-02-07,1609.000000,1623.750000,1589.400024,1596.199951,1595.193604,1477982
2024-02-08,1607.949951,1607.949951,1565.000000,1570.550049,1569.559814,1486674
2024-02-09,1586.250000,1587.300049,1562.699951,1570.949951,1569.959473,1049368
2024-02-12,1578.750000,1579.300049,1551.500000,1557.250000,1556.268188,803753
2024-02-13,1560.000000,1586.449951,1552.199951,1568.000000,1567.011353,1833289
2024-02-14,1560.000000,1583.000000,1555.000000,1579.699951,1578.703979,763689
2024-02-15,1589.949951,1590.000000,1564.550049,1569.400024,1568.410522,803588
2024-02-16,1583.099976,1585.000000,1567.050049,1575.900024,1574.906372,850341
2024-02-19,1576.000000,1625.000000,1572.000000,1620.150024,1619.128540,1162373
2024-02-20,1617.949951,1619.000000,1597.500000,1602.849976,1601.839355,1232581
2024-02-21,1604.000000,1618.599976,1580.599976,1586.949951,1585.949341,674394
2024-02-22,1599.000000,1599.000000,1565.849976,1592.550049,1591.545898,1149519
2024-02-23,1596.000000,1620.900024,1596.000000,1616.550049,1615.530762,1199419
2024-02-26,1616.000000,1629.400024,1610.000000,1614.300049,1613.282227,742382
2024-02-27,1614.300049,1623.449951,1595.000000,1600.599976,1599.590820,931236
2024-02-28,1603.000000,1609.699951,1580.000000,1584.500000,1583.500977,790763
2024-02-29,1584.949951,1603.599976,1568.349976,1593.800049,1592.795166,1352363
2024-03-01,1597.949951,1620.300049,1595.199951,1613.400024,1612.382813,740120
2024-03-04,1616.000000,1625.000000,1603.300049,1619.300049,1618.279053,589948
2024-03-05,1630.000000,1636.599976,1541.150024,1550.500000,1549.522461,2343463
2024-03-06,1558.000000,1558.000000,1530.800049,1554.599976,1553.619751,1239370
2024-03-07,1557.150024,1589.650024,1557.150024,1582.800049,1581.802124,1380840
2024-03-11,1597.500000,1616.150024,1583.000000,1598.800049,1597.791992,1285565
2024-03-12,1590.099976,1612.000000,1565.150024,1593.550049,1592.545288,1587096
2024-03-13,1592.300049,1598.949951,1562.000000,1573.150024,1572.158203,1279653
2024-03-14,1565.599976,1580.000000,1550.099976,1563.699951,1562.713989,1289823
2024-03-15,1547.500000,1589.599976,1547.500000,1571.449951,1570.459106,1929597
2024-03-18,1570.949951,1579.150024,1561.000000,1577.050049,1576.055664,645594
2024-03-19,1574.050049,1590.000000,1551.099976,1581.500000,1580.502808,1385006
2024-03-20,1582.500000,1593.500000,1566.099976,1584.699951,1583.700806,723724
2024-03-21,1596.000000,1609.449951,1592.000000,1602.599976,1601.589600,1166497
2024-03-22,1593.000000,1610.000000,1583.400024,1587.550049,1586.549072,1570412
2024-03-26,1589.000000,1619.000000,1589.000000,1593.900024,1592.895020,1616192
2024-03-27,1590.000000,1609.900024,1578.199951,1582.650024,1581.652222,1205575
2024-03-28,1588.000000,1669.000000,1588.000000,1643.849976,1642.813477,5210310
2024-04-01,1659.050049,1674.000000,1640.349976,1646.000000,1644.962158,767676
2024-04-02,1650.900024,1662.900024,1625.699951,1656.550049,1655.505615,1605925
2024-04-03,1654.000000,1654.849976,1635.000000,1640.349976,1639.315796,1055536
2024-04-04,1650.000000,1662.500000,1630.000000,1655.800049,1654.756104,1328509
2024-04-05,1658.500000,1681.500000,1651.949951,1677.949951,1676.891968,2364243
2024-04-08,1690.000000,1702.000000,1684.849976,1689.150024,1688.084961,1345380
2024-04-09,1694.949951,1715.000000,1687.250000,1710.400024,1709.321655,1284145
2024-04-10,1717.000000,1722.000000,1696.000000,1704.099976,1703.025513,1031729
2024-04-12,1700.000000,1706.199951,1689.550049,1698.650024,1697.578979,1312132
2024-04-15,1672.000000,1692.000000,1654.199951,1656.849976,1655.805298,828843
2024-04-16,1640.000000,1648.699951,1611.349976,1618.500000,1617.479492,1528544
2024-04-18,1625.000000,1630.099976,1589.300049,1593.900024,1592.895020,1325537
2024-04-19,1587.000000,1628.750000,1568.699951,1619.000000,1617.979248,1242066
2024-04-22,1627.000000,1648.000000,1617.500000,1629.449951,1628.422607,703167
2024-04-23,1628.599976,1652.000000,1616.000000,1621.099976,1620.077881,1297705
2024-04-24,1625.000000,1648.849976,1618.050049,1630.349976,1629.322021,578310
2024-04-25,1630.000000,1672.000000,1615.650024,1655.550049,1654.506226,1569437
2024-04-26,1649.050049,1649.050049,1578.449951,1597.349976,1596.342896,5325417
2024-04-29,1603.000000,1603.000000,1587.349976,1595.650024,1594.643921,1132800
2024-04-30,1596.000000,1633.949951,1591.300049,1615.000000,1613.981689,1748360
2024-05-02,1615.000000,1635.000000,1611.000000,1615.449951,1614.431396,1304846
2024-05-03,1650.199951,1725.000000,1618.000000,1627.300049,1626.274048,5227529
2024-05-06,1637.900024,1637.900024,1607.050049,1611.349976,1610.333984,725360
2024-05-07,1621.000000,1625.000000,1593.000000,1615.150024,1614.131714,1348125
2024-05-08,1601.000000,1620.000000,1598.750000,1603.050049,1602.039307,802342
2024-05-09,1606.699951,1613.099976,1559.599976,1564.599976,1563.613525,1364729
2024-05-10,1560.000000,1584.150024,1556.000000,1572.699951,1571.708374,768117
2024-05-13,1574.000000,1587.000000,1556.300049,1580.550049,1579.553467,466042
2024-05-14,1575.349976,1589.900024,1569.050049,1576.449951,1575.456055,652248
2024-05-15,1580.000000,1589.650024,1566.599976,1569.050049,1568.060791,581805
2024-05-16,1575.050049,1601.000000,1560.449951,1596.000000,1594.993774,1212568
2024-05-17,1595.000000,1598.000000,1580.050049,1584.750000,1583.750854,699522
2024-05-21,1587.500000,1595.300049,1572.000000,1582.550049,1581.552246,903561
2024-05-22,1582.550049,1590.000000,1575.000000,1583.949951,1582.951294,578669
2024-05-23,1587.099976,1613.250000,1581.250000,1608.449951,1607.435791,1547483
2024-05-24,1609.000000,1620.000000,1597.050049,1601.699951,1600.690063,566278
2024-05-27,1605.000000,1612.849976,1590.300049,1595.800049,1594.793945,1365230
2024-05-28,1602.949951,1605.000000,1589.449951,1599.650024,1598.641479,1306333
2024-05-29,1594.150024,1602.349976,1565.099976,1569.900024,1568.910156,1665575
2024-05-30,1566.750000,1575.199951,1517.000000,1524.099976,1523.139038,2285079
2024-05-31,1530.000000,1552.050049,1518.900024,1528.599976,1527.636230,2794001
2024-06-03,1580.000000,1583.000000,1556.449951,1575.800049,1574.806519,1826290
2024-06-04,1556.000000,1569.199951,1419.050049,1477.300049,1476.368652,4388491
2024-06-05,1490.000000,1528.000000,1472.900024,1517.699951,1516.743042,1456768
2024-06-06,1521.500000,1541.500000,1510.800049,1526.449951,1525.487549,2891789
2024-06-07,1538.949951,1580.000000,1530.550049,1567.699951,1566.711548,2787254
2024-06-10,1586.050049,1589.000000,1559.349976,1565.800049,1564.812866,1154334
2024-06-11,1573.000000,1577.400024,1558.000000,1568.250000,1567.261230,1184425
2024-06-12,1568.000000,1593.750000,1562.000000,1579.099976,1578.104370,1799090
2024-06-13,1586.949951,1595.550049,1581.000000,1590.099976,1589.097412,1095701
2024-06-14,1590.099976,1596.000000,1575.349976,1591.750000,1590.746460,681385
2024-06-18,1599.000000,1604.900024,1585.000000,1597.949951,1596.942505,1282756
2024-06-19,1600.000000,1600.000000,1582.500000,1594.900024,1593.894409,1269273
2024-06-20,1592.500000,1595.000000,1573.099976,1586.000000,1585.000000,1649421
2024-06-21,1586.000000,1610.849976,1570.500000,1578.900024,1578.900024,3345305
2024-06-24,1570.050049,1589.849976,1561.000000,1587.650024,1587.650024,822750
2024-06-25,1587.650024,1610.750000,1571.000000,1603.349976,1603.349976,3093861
2024-06-26,1607.000000,1616.500000,1593.750000,1600.250000,1600.250000,1310438
2024-06-27,1600.250000,1614.699951,1595.050049,1603.099976,1603.099976,2620064
2024-06-28,1603.099976,1622.000000,1583.099976,1588.150024,1588.150024,2058302
2024-07-01,1588.199951,1590.949951,1578.000000,1580.199951,1580.199951,2444681
2024-07-02,1580.199951,1585.000000,1561.099976,1579.750000,1579.750000,2572175
2024-07-03,1583.000000,1597.500000,1573.599976,1594.150024,1594.150024,892102
2024-07-04,1610.000000,1610.000000,1580.800049,1585.699951,1585.699951,1450706
2024-07-05,1587.000000,1590.699951,1570.099976,1579.599976,1579.599976,1070592
2024-07-08,1579.599976,1579.599976,1562.000000,1570.099976,1570.099976,1000005
2024-07-09,1577.699951,1583.900024,1567.000000,1581.599976,1581.599976,1233946
2024-07-10,1583.900024,1589.000000,1570.750000,1582.550049,1582.550049,1355610
2024-07-11,1584.000000,1596.000000,1576.000000,1587.849976,1587.849976,1848978
2024-07-12,1604.849976,1604.849976,1585.150024,1597.250000,1597.250000,1003699
2024-07-15,1597.000000,1605.000000,1588.000000,1602.199951,1602.199951,1753186
2024-07-16,1605.000000,1615.000000,1598.400024,1609.550049,1609.550049,980434
2024-07-18,1606.000000,1654.000000,1593.050049,1651.250000,1651.250000,2999670
2024-07-19,1652.000000,1660.000000,1635.000000,1640.250000,1640.250000,1865129
2024-07-22,1625.000000,1651.800049,1623.050049,1631.150024,1631.150024,784867
2024-07-23,1635.000000,1647.949951,1599.449951,1618.849976,1618.849976,2718846
2024-07-24,1600.599976,1611.900024,1562.000000,1579.250000,1579.250000,3675430
2024-07-25,1565.599976,1582.650024,1558.000000,1571.949951,1571.949951,1694503
2024-07-26,1578.000000,1592.750000,1569.050049,1586.449951,1586.449951,2768936
2024-07-29,1588.150024,1625.000000,1582.500000,1617.150024,1617.150024,2217892
2024-07-30,1614.000000,1669.900024,1595.199951,1642.650024,1642.650024,3703774
2024-07-31,1650.900024,1656.250000,1637.650024,1651.650024,1651.650024,1324150
2024-08-01,1655.000000,1659.000000,1630.000000,1634.800049,1634.800049,747329
2024-08-02,1620.000000,1629.000000,1603.000000,1623.449951,1623.449951,1105569
